artigo_id_unico;titulo_unico;consulta_nome;base;autores;ano;abstract;journal;tipo_documento2;url;volume;pages;ISSN_ISBN;DOI;Excluir-2revisores2
1255;MEASURING THE INFLUENCE OF MASS MEDIA ON OPINION SEGREGATION THROUGH TWITTER;WEB_OF_SCIENCE;WEB_OF_SCIENCE;ElTayeby, Omar and Molnar, Peter and George, Roy;2014;During the US presidential elections the media played a major role in presenting the candidates vision on several topics. Nevertheless, the diversity of opinions along with the political currents, one might notice segregation in opinions among some topics related to each other or a candidate. In the meanwhile, posting opinions on social media could be represented as a sentiment vector towards multiple issues. This gives us a ripe ground for clustering opinions to view tweets that hold similar opinions. In this paper we investigate the medias influence on segregating opinions by constructing an aspect-based opinion mining framework. Our main task is to detect the segregated groups of opinions by solving the proposed model using expectation maximization (EM) algorithm. We examined a corpus of tweets collected, which are related to famous political topics. We show interesting observations on the sentiment used for particular topics among the groups of opinions, and conclude the percentages of media influences among the segregated groups of opinions with respect to these topics. (C) 2014 Published by Elsevier B.V.;Complex Adaptive Systems;Journal Article;<Go to ISI>://WOS:000349978000019;36;152-159;10.1016/j.procs.2014.09.062;1877-0509;Excluir
1256;MEASURING THE INTERESTINGNESS OF ARTICLES IN A LIMITED USER ENVIRONMENT;SCOPUS;SCOPUS;Pon, R.K.a  and CÃ¡rdenas, A.F.a  and Buttler, D.J.b  and Critchlow, T.J.c;2010;Search engines, such as Google, assign scores to news articles based on their relevance to a query. However, not all relevant articles for the query may be interesting to a user. For example, if the article is old or yields little new information, the article would be uninteresting. Relevance scores do not take into account what makes an article interesting, which would vary from user to user. Although methods such as collaborative filtering have been shown to be effective in recommendation systems, in a limited user environment, there are not enough users that would make collaborative filtering effective. A general framework, called iScore, is presented for defining and measuring the --interestingness-- of articles, incorporating user-feedback. iScore addresses the various aspects of what makes an article interesting, such as topic relevance, uniqueness, freshness, source reputation, and writing style. It employs various methods, such as multiple topic tracking, online parameter selection, language models, clustering, sentiment analysis, and phrase extraction to measure these features. Due to varying reasons that users hold about why an article is interesting, an online feature selection method in naÃ¯ve Bayes is also used to improve recommendation results. iScore can outperform traditional IR techniques by as much as 50.7%. iScore and its components are evaluated in the news recommendation task using three datasets from Yahoo! News, actual users, and Digg. Â© 2010 Elsevier Ltd. All rights reserved.;Information Processing and Management;Article;http://www.scopus.com/inward/record.url?eid=2-s2.0-77958471641&partnerID=40&md5=2a2b4f6e76cae38c005e7f51f4054acb;47;97-116;10.1016/j.ipm.2010.03.001;NULO;Excluir
1257;MINING CUSTOMER FEEDBACKS FOR ACTIONABLE INTELLIGENCE;IEEE_B;IEEE;Dey, L. and Haque, S.M. and Raj, N.;2010;Mining consumer-generated text can provide business intelligence to organizations by extracting important knowledge trapped in the form of opinions, thoughts, and ideas expressed by their employees and customers on various aspects relevant to business. The key challenge here is to extract and organize relevant information from noisy text in order to effectively transform it to actionable intelligence. However, there is no formal framework to guide this analytical task. In this work, we present a system that is suitable for purpose-driven mining of free-text customer feedback to convert the knowledge gained to actionable intelligence.;Web Intelligence and Intelligent Agent Technology (WI-IAT), 2010 IEEE/WIC/ACM International Conference on;NULO;NULO;3;239-242;10.1109/WI-IAT.2010.196;NULO;Excluir
1258;MINING FINE GRAINED OPINIONS BY USING PROBABILISTIC MODELS AND DOMAIN KNOWLEDGE;SCOPUS;SCOPUS;Miao, Q.a  and Li, Q.a  and Zeng, D.b;2010;The explosive growth of the user-generated content on the Web has offered a rich data source for mining opinions. However, the large number of diverse review sources challenges the individual users and organizations on how to use the opinion information effectively. Therefore, automated opinion mining and summarization techniques have become increasingly important. Different from previous approaches that have mostly treated product feature and opinion extraction as two independent tasks, we merge them together in a unified process by using probabilistic models. Specifically, we treat the problem of product feature and opinion extraction as a sequence labeling task and adopt Conditional Random Fields models to accomplish it. As part of our work, we develop a computational approach to construct domain specific sentiment lexicon by combining semi-structured reviews with general sentiment lexicon, which helps to identify the sentiment orientations of opinions. Experimental results on two real world datasets show that the proposed method is effective. Â© 2010 IEEE.;Proceedings - 2010 IEEE/WIC/ACM International Conference on Web Intelligence, WI 2010;Conference Paper;http://www.scopus.com/inward/record.url?eid=2-s2.0-78649861656&partnerID=40&md5=a72afc32424fb211064e65297f27f41f;1;358-365;10.1109/WI-IAT.2010.193;NULO;Incluir
1259;MINING OPINION HOLDERS AND OPINION PATTERNS IN US FINANCIAL STATEMENTS;IEEE_B;IEEE;Chien-Liang Chen and Chao-Lin Liu and Yuan-Chen Chang and Hsiang-Ping Tsai;2011;Subjective statements provide qualitative evaluation of the financial status of the reporting corporations, in addition to the quantitative information released in US 10-K filings. Both qualitative and quantitative appraisals are crucial for quality financial decisions. To extract such opinioned statements from the reports, we built tagging models based on the conditional random field (CRF) techniques, considering a variety of combinations of linguistic factors including morphology, orthography, predicate-argument structure, syntax and simple semantics. The CRF models showed reasonable effectiveness to find opinion holders in experiments when we adopted the popular MPQA corpus for training and testing. We also identified opinion patterns in the form of multi-word expressions (MWEs), which is a major contribution of our work. In a recent article published in a prestigious journal in Finance, single words, rather than MWEs, were reported to indicate positive and negative judgments in financial statements.;Technologies and Applications of Artificial Intelligence (TAAI), 2011 International Conference on;NULO;NULO;NULO;62-68;10.1109/TAAI.2011.19;NULO;Incluir
1260;MINING OPINIONS FROM MESSENGER;SCOPUS;SCOPUS;Ryu, J.S.a  and Kim II, K.a  and Kim, W.Y.b  and Kim, U.M.b;2009;Increasing Internet users has created enormous important information of users in Internet. Opinion mining is technology that extracts meaningful opinions from that huge information. Becoming a hot research area, opinion mining has been studied in many different ways. These studies are mostly based on reviews, blogs. However, this paper focuses on messenger which generates many messages containing opinions of users. As messages may contain many opinions unrelated to our purpose, our aim is to extract only related opinions and features. Our approach initially collects messages from messengers and employs localized linguistic technique to extract candidate messages, opinions and features. Thereafter, we extract features from candidate features using association rule mining. Finally we summarize extracted opinions and features. Copyright Â© 2009 ACM.;ACM International Conference Proceeding Series;Conference Paper;http://www.scopus.com/inward/record.url?eid=2-s2.0-74949141607&partnerID=40&md5=c78803f5d8650990af02b4fc9852035a;403;287-290;10.1145/1655925.1655977;NULO;Incluir
1261;MINING PATIENT EXPERIENCES ON WEB 2.0 - A CASE STUDY IN THE PHARMACEUTICAL INDUSTRY;IEEE_B;IEEE;Kaiser, C. and Bodendorf, F.;2012;An increasing number of patients and family members interact online and exchange their experiences with diseases and therapies. The huge amount of online health data represents a rich source of knowledge pharmaceutical companies. The analysis of this data enables the identification of strengths and weaknesses of their drugs. An approach is presented which allows the extraction and analysis of patient experiences with drugs expressed in online reviews by combining methods coming from text mining and data mining. The approach is exemplarily applied to a data set comprising patients experiences with smoking deterrents.;SRII Global Conference (SRII), 2012 Annual;NULO;NULO;NULO;139-145;10.1109/SRII.2012.114;2166-0778;Incluir
1262;MINING PRODUCT FEATURES AND OPINIONS BASED ON PATTERN MATCHING;IEEE_B;IEEE;Yao Pan and Yu Wang;2011;Acquiring available information from product reviews can not only instruct consumers to consume rationally, but also help companies to improve competitiveness and their products quality. A method based on pattern matching for mining features and opinions is proposed in this paper according to the characteristics of Chinese reviews. First, the reviews are segmented into fragments with relatively simple structures, and then different patterns are adopted to match fragments with different structures in order to mine the features and opinions in reviews. Finally a method based on features grouping was used to prune, which can keep both infrequent features and the comprehensiveness of mining results. Experimental results show that the method is effective.;Computer Science and Network Technology (ICCSNT), 2011 International Conference on;NULO;NULO;3;1901-1905;10.1109/ICCSNT.2011.6182341;NULO;Excluir
1263;MINING SEMANTIC ORIENTATION OF MULTIWORD EXPRESSION FROM CHINESE MICROBLOGGING WITH DISCRIMINATIVE LATENT MODEL;IEEE_B;IEEE;Xiao Sun and Chengcheng Li and Chenyi Tang and Ren, F.;2013;Extracting semantic orientation of Multiword Expression, especially some newly generated Multiword Expression from internet, is an important task for sentiment analysis of web texts or other real word text as some Multiword Expressions can express more integrative sentiments than words units. This paper proposes a method contains a novel latent discriminative algorithm, which attempts to attack this problem by integrating discriminative model and latent value model. Although Chinese Multiword Expressions consist of multiple words, the semantic orientation of the Multiword Expression is not just simple integration of orientations of the component words, as some words can invert the affective orientation so the Multiword Expressions can have totally opposite semantic orientation. In order to capture the property of such Multiword Expressions, hidden semi-CRF which includes a latent valuable layer, which can be used to address dual-sequence labeling tasks synchronously, is adopted. The method is tested experimentally by adopting a manually labeled set of positive and negative Multiword Expressions from microblog or other internet resources, and the experiments have shown very promising results, which is comparable to the best value ever reported.;Asian Language Processing (IALP), 2013 International Conference on;NULO;NULO;NULO;117-120;10.1109/IALP.2013.41;NULO;Excluir
1264;MINING SEQUENTIAL FEATURES AND OPINION WORDS IN USER GENERATED CONTENTS;SCOPUS;SCOPUS;Ahmad, T. and Doja, M.N.;2011;With the exponential growth of the Web, there has been an exponential growth in user generated contents which is primarily in the form of unstructured or semi structured form. Distillation of knowledge from it becomes a challenging task as the amount of data is very large and contains many unimportant opinions which are not related to the product. In this paper, we propose the design of an opinion mining method which first mines product features, opinions and their semantic orientation from user-generated contents. Thereafter, we apply sequence mining technique to identify the sequence of features that are mostly commented by the users in an order. This helps to identify important features of the products whose badness or goodness can affect the other features. The polarity of extracted opinions and thereby opinion sentences is established using numeric score values obtained through Senti-WordNet. The efficacy of the system is established through experimentation over customer reviews on four different models of digital camera.;Proceedings of the 5th Indian International Conference on Artificial Intelligence, IICAI 2011;Conference Paper;http://www.scopus.com/inward/record.url?eid=2-s2.0-84872195279&partnerID=40&md5=333989868bda85b62a5a2a3042fb8b42;NULO;1113-1124;NULO;NULO;Incluir
1265;MINING THE PEANUT GALLERY: OPINION EXTRACTION AND SEMANTIC CLASSIFICATION OF PRODUCT REVIEWS;ACM;ACM;Dave, Kushal and Lawrence, Steve and Pennock, David M.;2003;The web contains a wealth of product reviews, but sifting through them is a daunting task. Ideally, an opinion mining tool would process a set of search results for a given item, generating a list of product attributes (quality, features, etc.) and aggregating opinions about each of them (poor, mixed, good). We begin by identifying the unique properties of this problem and develop a method for automatically distinguishing between positive and negative reviews. Our classifier draws on information retrieval techniques for feature extraction and scoring, and the results for various metrics and heuristics vary depending on the testing situation. The best methods work as well as or better than traditional machine learning. When operating on individual sentences collected from web searches, performance is limited due to noise and ambiguity. But in the context of a complete web-based tool and aided by a simple method for grouping sentences into attributes, the results are qualitatively quite useful.;Proceedings of the 12th International Conference on World Wide Web;NULO;http://doi.acm.org/10.1145/775152.775226;NULO;519--528;10.1145/775152.775226;1-58113-680-3;Excluir
1266;MOBILE APP CONNECTING PEOPLE BASED ON PERSONALITY DETECTION AND IMAGE PERCEPTION ANALYSIS;IEEE_B;IEEE;Ruichi Yu and Shuguan Yang and Guifan Li and Chao Qian and Sambit Sahu and Ching-Yung Lin;2014;We propose a personality detection algorithm based on human perceptions of images and created a mobile social application named Date gram to test the efficiency of our algorithm and connect people who share similar image perceptions. We detect users Big Five personality based on their perceptual opinions on several images. Users in Date gram are matched to play visual-sentiment games, through which their connections based on personality similarity are further strengthened. Datagram utilizes techniques of image sentiment detection to analyze users personality. Given the collected personal sentiment perception data, we proposed personality-mapping algorithm to categorize users into --Big Five-- personality. After the Adjective-Noun-Pairs (ANPs) are extracted from each image, a personalized image-profile that consists of multiple pairs of ANPs and corresponding user decisions is generated. This profile is treated as the input of our algorithm, and a modified Latent Dirichlet Allocation (LDA) model is applied to extract personality-related features. --Big Five-- personality values are calculated by a word-personality mapping algorithm where the technique of Linguistic Inquiry and Word Count (LIWC) is used. To evaluate our proposed algorithm, we did user studies over visual sentiments as well as personality detections. The results demonstrate that sentimental opinions from different persons vary significantly towards the same image, people would prefer to connect with those sharing similar perceptions of images and similar personalities with them.;Multimedia (ISM), 2014 IEEE International Symposium on;NULO;NULO;NULO;333-340;10.1109/ISM.2014.73;NULO;Excluir
1267;MODELING AND REPRESENTING NEGATION IN DATA-DRIVEN MACHINE LEARNING-BASED SENTIMENT ANALYSIS;SCOPUS;SCOPUS;Remus, R.;2013;We propose a scheme for explicitly modeling and representing negation of word n-grams in an augmented word n-gram feature space. For the purpose of negation scope detection, we compare 2 methods: the simpler regular expression-based NegEx, and the more sophisticated Conditional Random Field-based LingScope. Additionally, we capture negation implicitly via word bi- and trigrams. We analyze the impact of explicit and implicit negation modeling as well as their combination on several data-driven machine learning-based sentiment analysis subtasks, i.e. document-level polarity classification, both in- and cross-domain, and sentence-level polarity classification. In all subtasks, explicitly modeling negation yields statistically significant better results than not modeling negation or modeling it only implicitly.;CEUR Workshop Proceedings;Conference Paper;http://www.scopus.com/inward/record.url?eid=2-s2.0-84922986682&partnerID=40&md5=1ad18bf30d40f7a2a5305974e89c880e;1096;22-33;NULO;NULO;Excluir
1268;MORPHEME-BASED PRODUCT FEATURES CATEGORIZATION IN CHINESE REVIEWS MINING;IEEE_B;IEEE;Shu Zhang and Wenjie Jia and YingJu Xia and Yao Meng and Hao Yu;2010;Pursuing on the analysis of product reviews, an unsupervised product features categorization method is proposed. Morphemes as smallest linguistic meaningful unit are induced in measuring the intra relationship among product features instead of words. Opinion words around product features are chosen to represent the inter relationship among product features instead of full context information. The information gotten from active product features are utilized as constraints to enhance the whole categorization quality. Experimental results show that morpheme has greater linguistic significance than word in Chinese reviews. The opinion words are very important features in measuring the semantic similarity of their associated product features. The proposed method achieves better performance.;Advanced Information Management and Service (IMS), 2010 6th International Conference on;NULO;NULO;NULO;324-329;NULO;NULO;Excluir
1269;MULTI-ASPECT AND MULTI-CLASS BASED DOCUMENT SENTIMENT ANALYSIS OF EDUCATIONAL DATA CATERING ACCREDITATION PROCESS;IEEE_B;IEEE;Valakunde, N.D. and Patwardhan, M.S.;2013;Sentiment analysis is used to determine the attitude of a writer with respect to some topic or the overall contextual polarity of a document. Current techniques of sentiment analysis work either at a document or at a sentence or at an entity level. The objective of this research is to compute the document level sentiment analysis score based upon underlying entity or aspect based scores, and their importance towards the evaluation of the topic discussed in the complete document. In this approach we have classified the document into multiple classes with multiple aspects are taken into consideration. The approach allows us to automatically take care of the current problems of document level sentiment analysis, such as, entity identification, subjectivity detection and negation. The technique is further applied for educational data mining, where a faculty performance is evaluated using the sentiment analysis of comments provided by students as a part of their feedback. The document level faculty performance score is computed from the distinct aspect based sentiment scores, such as, knowledge, presentation, communication and regularity of the faculty. The importance of these aspects towards computation of document level score is taken based upon the weight ages. These aspects have, taken up from the NAAC accreditation criteria. The results show that this strategy provides more accurate document level sentiment scores than the scores computed directly at the document level without analyzing the underlying aspects.;Cloud Ubiquitous Computing Emerging Technologies (CUBE), 2013 International Conference on;NULO;NULO;NULO;188-192;10.1109/CUBE.2013.42;NULO;Excluir
1270;MULTI-CLASS BOOTSTRAPPING LEARNING ASPECT-RELATED TERMS FOR ASPECT IDENTIFICATION;IEEE_A;IEEE;Chunliang Zhang and Jingbo Zhu;2009;Aspect identification in entity reviews involving multiple aspects is a top priority for aspect-based opinion mining. Most of previous studies adopted machine learning techniques taking it as a multi-class text classification task. However, since building labeled training data is often expensive, some researchers put more interest in unsupervised techniques. With the subject of online restaurant reviews, this paper presents a new multi-class bootstrapping algorithm to learn Aspect-related terms to be used for aspect identification. Experimental results demonstrate that our method without requiring labeled training data achieves good performance in comparison to the state-of-the-art supervised learning techniques.;Natural Language Processing and Knowledge Engineering, 2009. NLP-KE 2009. International Conference on;NULO;NULO;NULO;1-6;10.1109/NLPKE.2009.5313784;NULO;Incluir
1271;MULTI-CLASS SENTIMENT ANALYSIS WITH CLUSTERING AND SCORE REPRESENTATION;IEEE_B;IEEE;Farhadloo, M. and Rolland, E.;2013;Sentiment analysis or opinion mining is the field of computational study of peoples opinion expressed in written language or text. Sentiment analysis brings together various research areas such as natural language processing, data mining and text mining, and is fast becoming of major importance to organizations as they integrate online commerce into their operations. This paper proposes improved methods for aspect-level sentiment analysis. We propose to utilize bag of nouns instead of bog of words to improve the clustering results for aspect identification and a new feature set, score representation, that leads to more accurate sentiment identification. This scheme is based upon the three scores (positive ness, neutral ness and negative ness) that are learned from the data for each term. Using this new score representation scheme, we improve the performance of 3-class sentiment analysis on sentences by 20% in terms of f1-measure, as compared to previously published research. We demonstrate the usefulness of the methodology using data from the popular online travel information site TripAdvisor.com.;Data Mining Workshops (ICDMW), 2013 IEEE 13th International Conference on;NULO;NULO;NULO;904-912;10.1109/ICDMW.2013.63;NULO;Incluir
1272;MULTI-FACET RATING OF PRODUCT REVIEWS;SCOPUS;SCOPUS;Baccianella, S. and Esuli, A. and Sebastiani, F.;2009;Online product reviews are becoming increasingly available, and are being used more and more frequently by consumers in order to choose among competing products. Tools that rank competing products in terms of the satisfaction of consumers that have purchased the product before, are thus also becoming popular. We tackle the problem of rating (i.e., attributing a numerical score of satisfaction to) consumer reviews based on their textual content. We here focus on multi-facet review rating, i.e., on the case in which the review of a product (e.g., a hotel) must be rated several times, according to several aspects of the product (for a hotel: cleanliness, centrality of location, etc.). We explore several aspects of the problem, with special emphasis on how to generate vectorial representations of the text by means of POS tagging, sentiment analysis, and feature selection for ordinal regression learning. We present the results of experiments conducted on a dataset of more than 15,000 reviews that we have crawled from a popular hotel review site. Â© Springer-Verlag Berlin Heidelberg 2009.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);Conference Paper;http://www.scopus.com/inward/record.url?eid=2-s2.0-67650696894&partnerID=40&md5=21021c0b5c58cc456296082463094a8f;5478 LNCS;485-496;10.1007/978-3-642-00958-7_43;NULO;Excluir
1273;MULTI-GRANULAR ASPECT AGGREGATION IN ASPECT-BASED SENTIMENT ANALYSIS;SCOPUS;SCOPUS;Pavlopoulos, J. and Androutsopoulos, I.;2014;Aspect-based sentiment analysis estimates the sentiment expressed for each particular aspect (e.g., battery, screen) of an entity (e.g., smartphone). Different words or phrases, however, may be used to refer to the same aspect, and similar aspects may need to be aggregated at coarser or finer granularities to fit the available space or satisfy user preferences. We introduce the problem of aspect aggregation at multiple granularities. We decompose it in two processing phases, to allow previous work on term similarity and hierarchical clustering to be reused. We show that the second phase, where aspects are clustered, is almost a solved problem, whereas further research is needed in the first phase, where semantic similarity measures are employed. We also introduce a novel sense pruning mechanism for WordNet-based similarity measures, which improves their performance in the first phase. Finally, we provide publicly available benchmark datasets. Â© 2014 Association for Computational Linguistics.;14th Conference of the European Chapter of the Association for Computational Linguistics 2014, EACL 2014;Conference Paper;http://www.scopus.com/inward/record.url?eid=2-s2.0-84905715411&partnerID=40&md5=ed7a7cddb869b999b0b36164cd1354f8;NULO;78-87;NULO;NULO;Incluir
1274;MULTI-LINGUAL SUPPORT FOR LEXICON-BASED SENTIMENT ANALYSIS GUIDED BY SEMANTICS;SCIENCE_DIRECT;SCIENCE_DIRECT;Alexander Hogenboom and Bas Heerschop and Flavius Frasincar and Uzay Kaymak and Franciska de Jong;2014;Abstract Many sentiment analysis methods rely on sentiment lexicons, containing words and their associated sentiment, and are tailored to one specific language. Yet, the ever-growing amount of data in different languages on the Web renders multi-lingual support increasingly important. In this paper, we assess various methods for supporting an additional target language in lexicon-based sentiment analysis. As a baseline, we automatically translate text into a reference language for which a sentiment lexicon is available, and subsequently analyze the translated text. Second, we consider mapping sentiment scores from a semantically enabled sentiment lexicon in the reference language to a new target sentiment lexicon, by traversing relations between language-specific semantic lexicons. Last, we consider creating a target sentiment lexicon by propagating sentiment of seed words in a semantic lexicon for the target language. When extending sentiment analysis from English to Dutch, mapping sentiment across languages by exploiting relations between semantic lexicons yields a significant performance improvement over the baseline of about 29% in terms of accuracy and macro-level \{F1\} on our data. Propagating sentiment in language-specific semantic lexicons can outperform the baseline by up to about 47%, depending on the seed set of sentiment-carrying words. This indicates that sentiment is not only linked to word meanings, but tends to have a language-specific dimension as well.;Decision Support Systems;NULO;http://www.sciencedirect.com/science/article/pii/S0167923614000645;62;43 - 53;http://dx.doi.org/10.1016/j.dss.2014.03.004;0167-9236;Excluir
1275;MULTI-MODAL SUMMARIZATION OF KEY EVENTS AND TOP PLAYERS IN SPORTS TOURNAMENT VIDEOS;IEEE_B;IEEE;Tjondronegoro, D. and Xiaohui Tao and Sasongko, J. and Cher Han Lau;2011;To detect and annotate the key events of live sports videos, we need to tackle the semantic gaps of audio-visual information. Previous work has successfully extracted semantic from the time-stamped web match reports, which are synchronized with the video contents. However, web and social media articles with no time-stamps have not been fully leveraged, despite they are increasingly used to complement the coverage of major sporting tournaments. This paper aims to address this limitation using a novel multimodal summarization framework that is based on sentiment analysis and players popularity. It uses audiovisual contents, web articles, blogs, and commentators speech to automatically annotate and visualize the key events and key players in a sports tournament coverage. The experimental results demonstrate that the automatically generated video summaries are aligned with the events identified from the official website match reports.;Applications of Computer Vision (WACV), 2011 IEEE Workshop on;NULO;NULO;NULO;471-478;10.1109/WACV.2011.5711541;1550-5790;Excluir
1276;MULTIMODAL SENTIMENT ANALYSIS OF SPANISH ONLINE VIDEOS;IEEE_B;IEEE;Rosas, V.P. and Mihalcea, R. and Morency, L.;2013;Using multimodal sentiment analysis, the presented method integrates linguistic, audio, and visual features to identify sentiment in online videos. In particular, experiments focus on a new dataset consisting of Spanish videos collected from YouTube that are annotated for sentiment polarity.;Intelligent Systems, IEEE;NULO;NULO;28;38-45;10.1109/MIS.2013.9;1541-1672;Excluir
1277;NUMERIC RATING OF APPS ON GOOGLE PLAY STORE BY SENTIMENT ANALYSIS ON USER REVIEWS;IEEE_B;IEEE;Islam, M.R.;2014;The sudden eruption of sentiment analysis and opinion mining has opened new possibilities to improve our information gathering interests. We are always keen to know what others say about the devices or applications we are going to use. Its observed that sometimes the numeric rating has vast difference than the reviews given by the users. To remove this ambiguity a unified rating system has been proposed here. The starred rating and a generated numeric polarity of the reviews are combined to generate the final rating. The proposition is based on sentiment analysis and an optimized probabilistic approach described by a group of researchers. The approach is proved for its efficiency in a diverse corpus of writings where the targets are of different categories.;Electrical Engineering and Information Communication Technology (ICEEICT), 2014 International Conference on;NULO;NULO;NULO;1-4;10.1109/ICEEICT.2014.6919058;NULO;Incluir
1278;ON THE DESIGN OF LDA MODELS FOR ASPECT-BASED OPINION MINING;ACM;SCOPUS;Moghaddam, S. and Ester, M.;2012;Aspect-based opinion mining, which aims to extract aspects and their corresponding ratings from customers reviews, provides very useful information for customers to make purchase decisions. In the past few years several probabilistic graphical models have been proposed to address this problem, most of them based on Latent Dirichlet Allocation (LDA). While these models have a lot in common, there are some characteristics that distinguish them from each other. These fundamental differences correspond to major decisions that have been made in the design of the LDA models. While research papers typically claim that a new model outperforms the existing ones, there is normally no --one-size-fits-all-- model. In this paper, we present a set of design guidelines for aspect-based opinion mining by discussing a series of increasingly sophisticated LDA models. We argue that these models represent the essence of the major published methods and allow us to distinguish the impact of various design decisions. We conduct extensive experiments on a very large real life dataset from Epinions.com (500K reviews) and compare the performance of different models in terms of the likelihood of the held-out test set and in terms of the accuracy of aspect identification and rating prediction. Â© 2012 ACM.;ACM International Conference Proceeding Series;Conference Paper;http://www.scopus.com/inward/record.url?eid=2-s2.0-84871066519&partnerID=40&md5=ebb65e975e6c89a35e6cf8bb9e2b637b;NULO;803-812;10.1145/2396761.2396863;NULO;Incluir
1279;ON THE DESIGN OF LDA MODELS FOR ASPECT-BASED OPINION MINING;ACM;ACM;Moghaddam, Samaneh and Ester, Martin;2012;Aspect-based opinion mining, which aims to extract aspects and their corresponding ratings from customers reviews, provides very useful information for customers to make purchase decisions. In the past few years several probabilistic graphical models have been proposed to address this problem, most of them based on Latent Dirichlet Allocation (LDA). While these models have a lot in common, there are some characteristics that distinguish them from each other. These fundamental differences correspond to major decisions that have been made in the design of the LDA models. While research papers typically claim that a new model outperforms the existing ones, there is normally no --one-size-fits-all-- model. In this paper, we present a set of design guidelines for aspect-based opinion mining by discussing a series of increasingly sophisticated LDA models. We argue that these models represent the essence of the major published methods and allow us to distinguish the impact of various design decisions. We conduct extensive experiments on a very large real life dataset from Epinions.com (500K reviews) and compare the performance of different models in terms of the likelihood of the held-out test set and in terms of the accuracy of aspect identification and rating prediction.;Proceedings of the 21st ACM International Conference on Information and Knowledge Management;NULO;http://doi.acm.org/10.1145/2396761.2396863;NULO;803--812;10.1145/2396761.2396863;978-1-4503-1156-4;Excluir
1280;ON THE PRACTICALITY OF INTEGRITY ATTACKS ON DOCUMENT-LEVEL SENTIMENT ANALYSIS;ACM;ACM;Newell, Andrew and Potharaju, Rahul and Xiang, Luojie and Nita-Rotaru, Cristina;2014;Sentiment analysis plays an important role in the way companies, organizations, or political campaigns are run, making it an attractive target for attacks. In integrity attacks an attacker influences the data used to train the sentiment analysis classification model in order to decrease its accuracy. Previous work did not consider practical constraints dictated by the characteristics of data generated by a sentiment analysis application and relied on synthetic or pre-processed datasets inspired by spam, intrusion detection, or handwritten digit recognition. We identify and demonstrate integrity attacks against document-level sentiment analysis that take into account such practical constraints. Our attacks, while inspired by existing work, require novel improvements to function in a realistic environment where a victim performs typical steps such as data cleaning, labeling, and feature extraction prior to training the classification model. We demonstrate the effectiveness of the attacks on three datasets -- two Twitter datasets and an Android dataset.;Proceedings of the 2014 Workshop on Artificial Intelligent and Security Workshop;NULO;http://doi.acm.org/10.1145/2666652.2666661;NULO;83--93;10.1145/2666652.2666661;978-1-4503-3153-1;Excluir
1281;ONE SEED TO FIND THEM ALL: MINING OPINION FEATURES VIA ASSOCIATION;SCOPUS;SCOPUS;Hai, Z. and Chang, K. and Cong, G.;2012;Feature-based opinion analysis has attracted extensive attention recently. Identifying features associated with opinions expressed in reviews is essential for fine-grained opinion mining. One approach is to exploit the dependency relations that occur naturally between features and opinion words, and among features (or opinion words) themselves. In this paper, we propose a generalized approach to opinion feature extraction by incorporating robust statistical association analysis in a bootstrapping framework. The new approach starts with a small set of feature seeds, on which it iteratively enlarges by mining feature-opinion, feature-feature, and opinion-opinion dependency relations. Two association model types, namely likelihood ratio tests (LRT) and latent semantic analysis (LSA), are proposed for computing the pair-wise associations between terms (features or opinions). We accordingly propose two robust bootstrapping approaches, LRTBOOT and LSABOOT, both of which need just a handful of initial feature seeds to bootstrap opinion feature extraction. We benchmarked LRTBOOT and LSABOOT against existing approaches on a large number of real-life reviews crawled from the cellphone and hotel domains. Experimental results using varying number of feature seeds show that the proposed association-based bootstrapping approach significantly outperforms the competitors. In fact, one seed feature is all that is needed for LRTBOOT to significantly outperform the other methods. This seed feature can simply be the domain feature, e.g., --cellphone-- or --hotel--. The consequence of our discovery is far reaching: starting with just one feature seed, typically just the domain concept word, LRTBOOT can automatically extract a large set of high-quality opinion features from the corpus without any supervision or labeled features. This means that the automatic creation of a set of domain features is no longer a pipe dream! Â© 2012 ACM.;ACM International Conference Proceeding Series;Conference Paper;http://www.scopus.com/inward/record.url?eid=2-s2.0-84871049330&partnerID=40&md5=9f0119408315ce49a9867808cd97d6b4;NULO;255-264;10.1145/2396761.2396797;NULO;Excluir
1282;ONLINE REVIEWS SENTIMENT ANALYSIS APPLYING MUTUAL INFORMATION;IEEE_B;IEEE;Wang Zuhui and Jiang Wei;2012;The extraction of complicated features is essential to the performance of online review sentiment analysis. Aside from conventional word bag features, the regular collocation features play more and more important role in that their structured expression shows great impact on the sentiment orientation. The presented paper propose to apply the mutual information method to mine the complicated features from online reviews, and extend features extraction from the conventional word bags to regular collocations. With extracted collocation features as inputs of Naive Bayes analysis model, experiments on online hotel reviews data show that the presented extraction method improves the performance of Naive Bayes model by 1.36%, and improves the performance of Maximum Entropy model by 0.92%. On the other hand the imbalance between positive and negative reviews leads to foul play where the majority features conceal the minority ones, and also the extreme sentiment of the minority introduces noise into the dataset. With respect to the imbalance problem and corresponding parameter estimation problem, one ? feature filtering strategy and Good Turing smooth method is adopted to improve further the performance of the sentiment analysis model.;Fuzzy Systems and Knowledge Discovery (FSKD), 2012 9th International Conference on;NULO;NULO;NULO;1315-1319;10.1109/FSKD.2012.6233865;NULO;Incluir
