"ID Paper";"Title";"ID Search Session";"Authors";"Abstract";"Status/Selection";"Status/Extraction";"Reading Priority";"Score";"Year";"Journal";"Keywords";"Type";"comment";"URL";"Volume";"Pages";"DOI";"ISSN/ISBN";"Importation Date";;"(E) Publicações com uma página, pôsteres, apresentações, resumos e índices de anais de eventos e editoriais";"(E) Publicações hospedadas em serviços inacessíveis";"(E) Publicações em idioma não considerado";"(E) Publicação que não se refere a tratamento/manipulação de textos.";"(E) Publicações que não se referem à semântica dos textos.";;"E1- Data da Extração";"E2- Versão/Revisor";"E4- Tipo do estudo : Primário";"E4- Tipo do estudo : Secundário}";"E5-Qual problema é tratado? Alta dimensionalidade, Tamanho dos textos, Qualidade dos textos?";"E6- Quais aspectos semânticos são considerados?";"E7- Como a semântica é representada?";"E8- É utilizada alguma fonte de informação externa? Qual?";"E9- A participação do usuário/especialista do domínio é requerida de alguma meneira? Como é realizada?";"E10- Qual tarefa de mineração de texto é abordada?";"E11-Trata um idioma específico ou é geral? Qual?";"E12- Qual algoritmo é utilizado?";"E13- Como é feita a avaliação dos resultados? Qual medida é utilizada?";"E14- Qual coleção de textos é utilizada?";"E15- É apresentado um caso de uso real? Qual domínio?";"E16- Os resultados apontam para uma vantagem do uso da semântica na mineração de textos?";"E17- É apresentada alguma desvantagem sobre o uso da semântica?";"E18- Notas adicionais (alguma informação importante, insight sobre o estudo ou referência que deve ser acrescentada à revisão sistemática).";"Q1- Os objetivos do trabalho são apresentados de maneira clara? : Sim";"Q1- Os objetivos do trabalho são apresentados de maneira clara? : Não}";"Pontuação para Q1";"Q2- É proposto um novo método que considera a semântica para a mineração de textos? : Sim";"Q2- É proposto um novo método que considera a semântica para a mineração de textos? : Não}";"Pontuação para Q2";"Q3- A coleção de textos está disponível para ser reutilizada? : Sim";"Q3- A coleção de textos está disponível para ser reutilizada? : Não}";"Pontuação para Q3";"Q4- O método utilizado é apresentado de maneira clara? : Sim";"Q4- O método utilizado é apresentado de maneira clara? : Não}";"Pontuação para Q4";"Q5- As abordagens aplicadas são detalhadas de forma que seja possível replicá-las? : Sim";"Q5- As abordagens aplicadas são detalhadas de forma que seja possível replicá-las? : Não}";"Pontuação para Q5";"Q6- Foram conduzidos testes experimentais? : Sim";"Q6- Foram conduzidos testes experimentais? : Não}";"Pontuação para Q6";"Q7- Os resultados são comparados com trabalhos anteriores ou com algum baseline? : Sim";"Q7- Os resultados são comparados com trabalhos anteriores ou com algum baseline? : Não}";"Pontuação para Q7";"Q8- É executado algum teste estatístico? Se sim, os resultados são apresentados de maneira clara? : Sim Teste";"Q8- É executado algum teste estatístico? Se sim, os resultados são apresentados de maneira clara? : Não Teste";"Q8- É executado algum teste estatístico? Se sim, os resultados são apresentados de maneira clara? : Sim Resultado";"Q8- É executado algum teste estatístico? Se sim, os resultados são apresentados de maneira clara? : Não Resultado]";"Pontuação para Q8";"Q9- As limitações do estudo são apresentadas? : Sim";"Q9- As limitações do estudo são apresentadas? : Não}";"Pontuação para Q9";"Q10-Número de páginas"
223572;"Representations for multi-document event clustering";5;"De Smet, W. and Moens, M.-F.";"We study several techniques for representing, fusing and comparing content representations of news documents. As underlying models we consider the vector space model (both in a term setting and in a latent semantic analysis setting) and probabilistic topic models based on latent Dirichlet allocation. Content terms can be classified as topical terms or named entities, yielding several models for content fusion and comparison. All used methods are completely unsupervised. We find that simple methods can still outperform the current state-of-the-art techniques. Â© The Author(s) 2012.";"ACCEPTED";"ACCEPTED";"LOW";16;"2013";"Data Mining and Knowledge Discovery";;"Article";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84902549834&partnerID=40&md5=ed9b440a21e3a8ac47d2493f6f0d5f3a";"26";"533-558";"10.1007/s10618-012-0270-1";;"02/25/2016";;"N";"N";"N";"N";"N";;"01/05/16";"2";"Y";"N";"similaridade semantica";"entidades nomeadas";"vector space model";"null";"null";"null";"ingles";"null";"Precision, Recall, F1 measure";"Wikinews";"noticias";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
223575;"Definition-based Information Content Vectors for Semantic Similarity Measurement";5;"Pesaranghader, A. and Muthaiyah, S.";"Ontologies, as representation of shared conceptualization for variety of specific domains, are the heart of the Semantic Web. In order to facilitate interoperability across multiple ontologies, we need an automatic mechanism to align ontologies. Therefore, many methods to measure similarity between concepts existing in two different ontologies are proposed. In this paper, we will enumerate these methods along with their shortcomings in each case. In information content (IC) based similarity measures, the process of IC computation for concepts is so challenging and in many cases with failing. We will propose our new approach that is based on concepts definitions. These definitions would help us to compute reliable and easy to calculate information contents for concepts. Applying these methods to the biomedical domain, using MEDLINE as corpus, International Classification of Diseases, Ninth Revision, Clinical Modification (ICD9CM) as thesaurus, and available reference standard, we will find our method outperforms other similarity measures. Â© Springer-Verlag Berlin Heidelberg 2013.";"ACCEPTED";"ACCEPTED";"LOW";14;"2013";"Communications in Computer and Information Science";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84904700899&partnerID=40&md5=99ce30882c1f11add96f28e343a3040d";"378 CCIS";"268-282";"10.1007/978-3-642-40567-9_23";;"02/25/2016";;"N";"N";"N";"N";"N";;"01/05/16";"2";"N";"Y";"similaridade semantica";"null";"null";"null";"null";"null";"null";"null";"null";"MEDLINE";"health care and life sciences";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
223588;"Leveraging social network analysis with topic models and the Semantic Web (extended)";5;"RÃ­os, S.A.a  and Aguilera, F.b  and Bustos, F.b  and Omitola, T.c  and Shadbolt, N.c ";"Research in the Semantic Web, especially in modeling virtual communities, has provided models useful to represent the richness of these social network interactions. The SIOC (Semantically-Interlinked Online Communities) vocabulary provides concepts and properties that can be used to describe information from online communities (e.g., message boards, wikis, weblogs, etc.). However, the SIOC ontology does not consider social aspects nor the higher order semantics hidden in linkages between community members. This paper describes SIOC-SNA-DM, an extension of the SIOC vocabulary. SIOC-SNA-DMs model is tri-partite, consisting of People, Policies, and Purposes which are social aspects observable in most social communities. A challenge to using our model is how to populate these aspects, since higher order semantics from interactions need to be extracted. Thus, we explain how this population is done with advanced text mining using a latent semantic technique over a large virtual community called Plexilandia.cl with more than 2500 musicians working on the site. Our previous work, in this area, has shown how including these social aspects help to outperform results generated by state-of-the-art techniques. One of the novelties of this present work is the introduction and the elucidation of SIOC-SNA-DM, and how to populate the ontology in order to support the social aspects needed to enhance results of Social Network Mining techniques. Â© 2013 - IOS Press and the authors. All rights reserved.";"ACCEPTED";"ACCEPTED";"LOW";35;"2013";"Web Intelligence and Agent Systems";;"Article";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84897997311&partnerID=40&md5=680468b6750b654ddbf015bc88a41b3b";"11";"303-314";"10.3233/WIA-130277";;"02/25/2016";;"N";"N";"N";"N";"N";;"01/05/16";"2";"Y";"N";"relacoes semanticas";"topicos";"network/graph";"null";"null";"similaridade de documentos";"null";"null";"null";"null";"null";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
223598;"Automatic text categorization of marathi documents using clustering technique";5;"Vispute, S.R.a  and Potey, M.A.b ";"The purpose of the present work is creating an intelligent system to retrieve desired documents in Marathi language. The system also focuses on providing the personalized documents in Marathi language to the end user based on their interests identified from the browsing history. This paper presents the automatic categorization of Marathi documents and the literature survey of the related work done in automatic categorization of text documents. Several supervised learning techniques are exists for the classification of text documents namely Decision trees, Support Vector machine (SVM), Neural Network, Ada Boost and NaÃ¯ve Bayes etc. Several clustering techniques are also available for text categorization namely K-means, Suffix Tree Clustering (STC), Semantic Online Hierarchical Clustering (SHOC), Label Induction Grouping Algorithm (LINGO) etc. In the literature survey it is found that vector space model (VSM) gives better result than probabilistic model. This paper presents categorization of the Marathi text documents using Lingo Clustering algorithm based on VSM. The data set consists of 107 Marathi documents of 3 different categories-Tourism, Health Programmes and Maharashtra festivals. The result shows that the performance of the LINGO clustering algorithm is good for categorizing the Marathi text documents. For the Marathi documents overall accuracy of the system is 91.10%. Â© 2013 IEEE.";"ACCEPTED";"ACCEPTED";"LOW";46;"2013";"2013 15th International Conference on Advanced Computing Technologies, ICACT 2013";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84893910265&partnerID=40&md5=3c4765a7c92476a0e45515fa8aca387d";;;"10.1109/ICACT.2013.6710543";;"02/25/2016";;"N";"N";"N";"N";"N";;"01/05/16";"2";"N";"Y";"null";"null";"vector space model";"null";"null";"agrupamento";"null";"decision tree, SVM, K-means/variantes, Naive Bayes/variantes, Redes Neurais";"accuracy";"Marathi";"null";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
223599;"Enrichment of BOW Representation with Syntactic and Semantic Background Knowledge";5;"Alfred, R.a  and Anthony, P.b  and Alias, S.a  and Tahir, A.a  and Chin, K.O.a  and Keng, L.H.a ";"The basic Bag of Words (BOW) representation, that is generally used in text documents clustering or categorization, loses important syntactic and semantic information contained in the documents. When the text document contains a lot of stop words or when they are of a short length this may be particularly problematic. In this paper, we study the contribution of incorporating syntactic features and semantic knowledge into the representation in clustering texts corpus. We investigate the quality of clusters produced when incorporating syntactic and semantic information into the representation of text documents by analyzing the internal structure of the cluster using the Davies- Bouldin (DBI) index. This paper studies and compares the quality of the clusters produced when four different sets of text representation used to cluster texts corpus. These text representations include the standard BOW representation, the standard BOW representation integrated with syntactic features, the standard BOW representation integrated with semantic background knowledge and finally the standard BOW representation integrated with both syntactic features and semantic background knowledge. Based on the experimental results, it is shown that the quality of clusters produced is improved by integrating the semantic and syntactic information into the standard bag of words representation of texts corpus. Â© Springer-Verlag Berlin Heidelberg 2013.";"ACCEPTED";"ACCEPTED";"LOW";97;"2013";"Communications in Computer and Information Science";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84904667610&partnerID=40&md5=ee99d183a5336c2be19a07eda5986e3b";"378 CCIS";"283-292";"10.1007/978-3-642-40567-9_24";;"02/25/2016";;"N";"N";"N";"N";"N";;"01/05/16";"2";"N";"Y";"enriquecimento semantico";"null";"vector space model";"Wordnet";"null";"representacao de conhecimento";"ingles";"K-means/variantes";"accuracy";"null";"null";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
223600;"Auto-clustering of conversation corpus based on syntactic, semantic and pragmatic features";5;"Chen, B. and Jiang, M.";"To understand natural language accurately, we not only need to do natural language morphology and syntactic analysis, but also need to combine semantic knowledge and pragmatic information with a specific context. Due to short knowledge and lack in background information of conversation corpus which related to the pragmatic, there is a long way to go for computer fully understand natural language. In this paper, the pragmatic features were added to the text vector space model of language spoken conversation, and hierarchical clustering is executed. Our experimental results show that the clustering effect with pragmatic features outperforms than non-pragmatic features, and precision, recall rate and F values of the former were increased by 6.67%, 6.34% and 6.6%, respectively. It indicates that pragmatic information has played an important role in enhancing the effect of the text clustering.";"ACCEPTED";"ACCEPTED";"LOW";31;"2013";"IET Conference Publications";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84902158274&partnerID=40&md5=06540c9e67aa24f7a1f30f17cb538a30";"2013";"295-300";"10.1049/cp.2013.2428";;"02/25/2016";;"N";"N";"N";"N";"N";;"28/04/16";"2";"Y";"N";"null";"null";"vector space model";"null";"null";"agrupamento";"null";"null";"accuracy, Recall, F-measure";"null";"null";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
223603;"DAG based feature additive XML schema generation for unstructured text";5;"Rajbabu, K.a  and Sudha, S.b ";"Recent works on handling unstructured text employ multilevel filtering techniques for identifying the key terms in documents and then apply mining techniques to extract necessary information. Though these techniques are more efficient in information retrieval, they cannot be applied directly for information extraction, for documents that are more critical in context and also accuracy cannot be expected. Further, loss of hidden and significant information cannot be tolerated in data critical applications emerging based on unstructured documents. Hence, a novel idea of re-organizing the unstructured textual model into feature enriched structured graphical model by adding spatial, logical, lexical, syntactical and semantic features is proposed. The generated graph depicts relationships across the document at all levels from its micro level token to macro level document. Moreover, a structural pattern identification algorithm for generating an XML schema from the generated graph is also recommended. The experimental outcome for a real-time dataset is presented. Â© 2013 IEEE.";"ACCEPTED";"ACCEPTED";"LOW";20;"2013";"Proceedings - 2013 International Conference on Cyber-Enabled Distributed Computing and Knowledge Discovery, CyberC 2013";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84893296348&partnerID=40&md5=5e1dbc7eeaf17c0dd92319d9c6fa7fbf";;"117-124";"10.1109/CyberC.2013.27";;"02/25/2016";;"N";"N";"N";"N";"N";;"01/05/16";"2";"N";"Y";"representacao semantica";"entidades nomeadas";"network/graph, semantic model";"Wordnet";"null";"representacao de conhecimento";"ingles";"null";"accuracy";"null";"null";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
223604;"Semantics preserved concept based mining model";5;"Seena, M.S. and Velayudhan, R.";"Most of the text retrieval and mining methods are still based on the exact word matching and they use term frequency (word or phrases) as basic measure. It captures the importance of the term in the document but may not capture the original semantics of the term, resulting in poor retrieval performance. To overcome the lack of semantic consideration, a new framework has been introduced which relies on the concept based mining model and semantic based approach. The core part of our model is concept extraction, which perform functions such as document cleaning, parts-of-speech tagging, parsing, term and phrase extraction, feasibility analysis and relation miner. Semantic net and synonym dictionary preserve the semantic relationship in the text document. The dataset used here is ACM abstract articles collected from ACM digital library. Large sets of experiments using the proposed model were conducted and the results demonstrate the accuracy of mining model using semantics preserved concepts, feasibility analysis using singular value decomposition and semantic net representation. Â© 2013 IEEE.";"ACCEPTED";"ACCEPTED";"LOW";46;"2013";"Proceedings - 2013 International Conference on Emerging Trends in Communication, Control, Signal Processing and Computing Applications, IEEE-C2SPCA 2013";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84898418863&partnerID=40&md5=e85a51ffc5892bd40514f8225a0118d1";;;"10.1109/C2SPCA.2013.6749408";;"02/25/2016";;"N";"N";"N";"N";"N";;"01/05/16";"2";"Y";"N";"null";"atributos semanticos";"vector space model";"Wordnet";"interesses";"information extraction";"null";"null";"Precision";"ACM";"null";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
223610;"Recommending music based on probabilistic latent semantic analysis on korean radio episodes";5;"Hyung, Z. and Lee, K.";"Recommending music that satisfies the users taste has been a challenging problem. Previous works on music recommendation system focused on the users purchase history or the content of the music. In this paper, we propose a music recommendation system purely based on analyzing textual input of the users. We first mine a large corpus of Korean radio episodes, which is written by the listener. Each episode is composed of a personal story and a song request which we assume to be somehow related to the story. We then performing probabilistic Latent Semantic Analysis (pLSA) to find similar documents and recommend music that are associated to those documents. We evaluate our system by computing the mean reciprocal rank and mean average precision, which are both conventional metrics in evaluating information retrieval systems. The result shows that music similarity and document similarity are closely correlated, and thus it is possible to recommend music purely based on text analysis. Â© 2013 IEEE.";"ACCEPTED";"ACCEPTED";"LOW";17;"2013";"Proceedings - 2013 9th International Conference on Intelligent Information Hiding and Multimedia Signal Processing, IIH-MSP 2013";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84890122959&partnerID=40&md5=646c9edfa5a4af2c78e7dc9661188b72";;"472-476";"10.1109/IIH-MSP.2013.123";;"02/25/2016";;"N";"N";"N";"N";"N";;"28/04/16";"2";"N";"Y";"null";"null";"null";"null";"null";"recomendacao";"null";"LSA, pLSA";"null";"null";"null";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
223611;"Using Semantic Unification to Generate Regular Expressions from Natural Language";5;"Kushman, N. and Barzilay, R.";"We consider the problem of translating natural language text queries into regular expressions which represent their meaning. The mismatch in the level of abstraction between the natural language representation and the regular expression representation make this a novel and challenging problem. However, a given regular expression can be written in many semantically equivalent forms, and we exploit this flexibility to facilitate translation by finding a form which more directly corresponds to the natural language. We evaluate our technique on a set of natural language queries and their associated regular expressions which we gathered from Amazon Mechanical Turk. Our model substantially outperforms a stateof- the-Art semantic parsing baseline, yielding a 29% absolute improvement in accuracy. Â© 2013 Association for Computational Linguistics.";"ACCEPTED";"ACCEPTED";"LOW";26;"2013";"NAACL HLT 2013 - 2013 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, Proceedings of the Main Conference";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84926221440&partnerID=40&md5=cd63ca15558268ca280bf97f11dd41b1";;"826-836";;;"02/25/2016";;"N";"N";"N";"N";"N";;"28/04/16";"2";"N";"Y";"similaridade semantica";"null";"null";"null";"null";"information extraction";"null";"null";"null";"Amazon Mechanical Turk, oDesk";"metalurgia";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
223618;"Semantic frames to predict stock price movement";5;"Xie, B.a  and Passonneau, R.J.a  and Wu, L.a  and Creamer, G.G.b ";"Semantic frames are a rich linguistic resource. There has been much work on semantic frame parsers, but less that applies them to general NLP problems. We address a task to predict change in stock price from financial news. Semantic frames help to generalize from specific sentences to scenarios, and to detect the (positive or negative) roles of specific companies. We introduce a novel tree representation, and use it to train predictive models with tree kernels using support vector machines. Our experiments test multiple text representations on two binary classification tasks, change of price and polarity. Experiments show that features derived from semantic frame parsing have significantly better performance across years on the polarity task. Â© 2013 Association for Computational Linguistics.";"ACCEPTED";"ACCEPTED";"LOW";29;"2013";"ACL 2013 - 51st Annual Meeting of the Association for Computational Linguistics, Proceedings of the Conference";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84907335604&partnerID=40&md5=fc8a7d0c6379ac202f971e7cd6537663";"1";"873-883";;;"02/25/2016";;"N";"N";"N";"N";"N";;"28/04/16";"2";"Y";"N";"null";"entidades nomeadas";"vector space model";"null";"null";"Recognizing inference";"null";"null";"accuracy";"Reuters";"noticias";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
223620;"Cross-language semantic matching for discovering links to e-gov services in the LOD cloud";5;"Narducci, F.a  and Palmonari, M.a  and Semeraro, G.b ";"The large diffusion of e-gov initiatives is increasing the attention of public administrations towards the Open Data initiative. The adoption of open data in the e-gov domain produces different advantages in terms of more transparent government, development of better public services, economic growth and social value. However, the process of data opening should adopt standards and open formats. Only in this way it is possible to share experiences with other service providers, to exploit best practices from other cities or countries, and to be easily connected to the Linked Open Data (LOD) cloud. In this paper we present CroSeR (Cross-language Service Retriever), a tool able to match and retrieve cross-language e-gov services stored in the LOD cloud. The main goal of this work is to help public administrations to connect their e-gov services to services, provided by other administrations, already connected to the LOD cloud. We adopted a Wikipedia-based semantic representation in order to overcome the problems related to match really short textual descriptions associated to the services. A preliminary evaluation on an open catalog of e-gov services showed that the adopted techniques are promising and are more effective than techniques based only on keyword representation.";"ACCEPTED";"ACCEPTED";"LOW";20;"2013";"CEUR Workshop Proceedings";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84922538421&partnerID=40&md5=623c690799697625acabade880c692e4";"992";"21-32";;;"02/25/2016";;"N";"N";"N";"N";"N";;"28/04/16";"2";"N";"Y";"null";"null";"vector space model";"wikipedia";"revisão (ou refinamento) dos resultados";"information extraction";"ingles";"a";"accuracy";"null";"null";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
223627;"PosMed: A biomedical entity prioritisation tool based on statistical inference over literature and the Semantic Web";5;"Kobayashi, N.a  and Makita, Y.a  and Ishii, M.a  and Matsushima, A.a  and Mochizuki, Y.a  and Doi, K.a  and Nishikata, K.a  and Gifford, D.a  and Takatsuki, T.b  and Masuya, H.b  and Toyoda, T.a ";"Positional MEDLINE (PosMed) is a web application that quickly prioritises biomedical entities such as genes and diseases based on statistical signicance of associations between these and a user-specied keyword by employing our original search engine named General and Rapid Association Study Engine (GRASE). GRASE search is modelled as an extension of SPARQL search with statistical analysis, which enables searching over semantic data including not only linked datasets but also signicant extracted semantic links over multiple biomedical documents. PosMed was originally implemented for in silico positional cloning stud- ies by prioritizing genes. Further applications include bioresource search with associated genetic functions or ontologies, and functional interpreta- Tion of gene variants found from exome sequencing of personal genomes. PosMed is available at http://database.riken.jp/PosMed/.";"ACCEPTED";"ACCEPTED";"LOW";11;"2013";"CEUR Workshop Proceedings";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84908325801&partnerID=40&md5=e98034ca525bef01f19ac9f0a08b0783";"1114";;;;"02/25/2016";;"N";"N";"N";"N";"N";;"01/05/16";"2";"N";"Y";"null";"null";"null";"null";"null";"information extraction";"null";"null";"null";"MEDLINE";"health care and life sciences";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
223661;"Predicting student outcomes from unstructured data";5;"Ming, N.C.a  b  and Ming, V.L.c  d ";"We investigated the validity of applying topic modeling to unstructured student text data from online class discussion forums to predict students final grades. Using only student discussion data from introductory courses in biology and economics, both probabilistic latent semantic analysis (pLSA) and hierarchical latent Dirichlet allocation (hLDA) produced significantly better than chance predictions which improved with additional data collected over the duration of the course. Predictions were more accurate from hLDA than from pLSA, suggesting the feasibility and value of deriving conceptual hierarchies relevant to actual student data. Results indicate that topic modeling of studentgenerated text may provide a useful source of formative assessment to support learning and instruction.";"ACCEPTED";"ACCEPTED";"LOW";9;"2012";"CEUR Workshop Proceedings";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84891750204&partnerID=40&md5=50c6a32055cb0d461d40ad9db6bcc627";"872";;;;"02/25/2016";;"N";"N";"N";"N";"N";;"28/04/16";"2";"N";"Y";"inferencia";"topicos";"null";"null";"null";"information extraction";"null";"null";"accuracy";"null";"null";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
223679;"Opinion analysis: The effect of negation on polarity and intensity";5;"Zhang, L. and Ferrari, S. and Enjalbert, P.";"This paper presents an ongoing work addressing the problem of opinion analysis. It takes part into a collaborative project with industrial partners, aiming at providing a professional with a help for strategic and technical intelligence. Thus, we focus on local semantic analysis rather than text or sentence classification. The purpose of our task-oriented approach is to characterize the properties of opinion statements in an applicative corpus. Inspired by linguistic models, the method we propose is a compositional one, consisting in detecting and analyzing valence shifters such as negation which contribute to the interpretation of the polarity and the intensity of opinion expressions. We describe our model and its first implementation before discussing the results of a proof-of-concept experiment focusing on adjectival expressions.";"ACCEPTED";"ACCEPTED";"LOW";9;"2012";"11th Conference on Natural Language Processing, KONVENS 2012: Empirical Methods in Natural Language Processing - Proceedings of the Conference on Natural Language Processing 2012";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84893332407&partnerID=40&md5=87e854672b781d0f83bd3647c39b44bf";"5";"282-290";;;"02/25/2016";;"N";"N";"N";"N";"N";;"28/04/16";"2";"N";"Y";"null";"null";"semantic model";"null";"null";"analise de sentimentos";"ingles";"null";"accuracy";"null";"null";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
223708;"Hierarchical text classification for supporting educational programs";5;"Ju, Q.a  and Ravagni, C.b  c  and Moschitti, A.a  and Vaschetto, G.b ";"More than two decades have passed since the first design of the CONSTRUE system [2], a powerful rule-based model for the categorization of Reuters news. Nowadays, statistical approaches are well assessed and they allow for an easy design of text classification (TC) systems. Additionally, the Web has emphasized the need of approaches for digesting large amount of textual information and making it more easily accessible, e.g., thorough hierarchical taxonomies like Dmoz or Yahoo! categories. Surprisingly, automated approaches have not proved yet to be indispensable for such categorization processes. This suggests that the role of TC might be different from simply routing documents to different topical categories. In this paper, we provide evidence of the promising use of TC as a support for an interesting and high level human activity in the educational context. The latter refers to the selection and definition of educational programs tailored on specific needs of pupils, who sometime require particular attention and actions to solve their learning problems. TC in this context is exploited to automatically extract several aspects and properties from learning objects, i.e., didactic material, in terms of semantic labels. These can be used to organized the different pieces of material in specific didactic program, which can address specific deficiencies of pupils. The TC experiments, carried out with state-of-the-art algorithms and a small set of training data, show that automatic classifiers can easily derive labels like, didactic context, school matter, pupil difficulties and educative solution type.";"ACCEPTED";"ACCEPTED";"LOW";34;"2012";"CEUR Workshop Proceedings";;"Conference Paper";;"http://www.scopus.com/inward/record.url?eid=2-s2.0-84892164421&partnerID=40&md5=6b94c2ca07a4fa5ebefad9674dd1daf5";"835";"18-25";;;"02/25/2016";;"N";"N";"N";"N";"N";;"28//04/16";"2";"N";"Y";"classificacao semantica";"topicos";"null";"null";"null";"classificacao";"null";"SVM";"accuracy, F1 measure";"Reuters Volume 1";"null";"null";"null";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"Y";"N";"null";"N";"N";"N";"N";"null";"Y";"N";"null";"null"
